"Rec No","Daily Record Id","Sup Id","Date","No Of Days Covered","Serial No","Product1","Product2","Product3","Product4","Product5","Fuel Sales Qty1","Fuel Sales Qty2","Fuel Sales Qty3","Fuel Sales Qty4","Fuel Sales Qty5"
       25876,"        1,039",            0,"10/02/2021",   1,"   1,039","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,236.37",          0.00,        960.32,        250.29,          0.00
       25877,"        1,040",            0,"10/02/2021",   1,"   1,040","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,776.04",          0.00,        357.38,        196.00,          0.00
       25878,"        1,041",            0,"10/03/2021",   1,"   1,041","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,466.52",          0.00,        757.97,        150.96,          0.00
       25879,"        1,042",            0,"10/03/2021",   1,"   1,042","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,617.68",          0.00,        716.36,         28.42,          0.00
       25880,"        1,043",            0,"10/04/2021",   1,"   1,043","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,277.09",          0.00,        691.48,        100.41,          0.00
       25881,"        1,044",            0,"10/04/2021",   1,"   1,044","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,041.39",          0.00,        902.91,         39.49,          0.00
       25882,"        1,045",            0,"10/05/2021",   1,"   1,045","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,081.38",          0.00,        967.23,        159.52,          0.00
       25883,"        1,046",            0,"10/05/2021",   1,"   1,046","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,034.80",          0.00,        659.42,         54.19,          0.00
       25884,"        1,047",            0,"10/06/2021",   1,"   1,047","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,346.56",          0.00,"      1,030.90",        222.09,          0.00
       25885,"        1,048",            0,"10/06/2021",   1,"   1,048","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,303.53",          0.00,        675.33,         55.94,          0.00
       25886,"        1,049",            0,"10/07/2021",   1,"   1,049","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,899.11",          0.00,"      1,374.75",        303.12,          0.00
       25887,"        1,050",            0,"10/07/2021",   1,"   1,050","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,422.26",          0.00,        522.96,        188.93,          0.00
       25888,"        1,051",            0,"10/08/2021",   1,"   1,051","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,551.15",          0.00,"      1,525.18",        219.30,          0.00
       25889,"        1,052",            0,"10/08/2021",   1,"   1,052","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,294.80",          0.00,        657.11,        175.37,          0.00
       25890,"        1,053",            0,"10/09/2021",   1,"   1,053","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,630.49",          0.00,"      1,728.50",        269.71,          0.00
       25891,"        1,054",            0,"10/09/2021",   1,"   1,054","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,694.91",          0.00,        522.53,        156.23,          0.00
       25892,"        1,055",            0,"10/10/2021",   1,"   1,055","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,218.63",          0.00,        939.43,        187.86,          0.00
       25893,"        1,056",            0,"10/10/2021",   1,"   1,056","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,770.65",          0.00,        630.29,         70.27,          0.00
       25894,"        1,057",            0,"10/11/2021",   1,"   1,057","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,266.51",          0.00,        854.93,        134.84,          0.00
       25895,"        1,058",            0,"10/11/2021",   1,"   1,058","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,974.86",          0.00,        647.02,         91.55,          0.00
       25896,"        1,059",            0,"10/12/2021",   1,"   1,059","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,611.76",          0.00,"      1,371.34",        235.43,          0.00
       25897,"        1,060",            0,"10/12/2021",   1,"   1,060","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,359.65",          0.00,        899.67,        130.11,          0.00
       25898,"        1,061",            0,"10/13/2021",   1,"   1,061","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,228.46",          0.00,"      1,829.38",        287.57,          0.00
       25899,"        1,062",            0,"10/13/2021",   1,"   1,062","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,894.30",          0.00,        846.81,         96.75,          0.00
       25900,"        1,063",            0,"10/14/2021",   1,"   1,063","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,949.84",          0.00,"      2,514.64",        188.33,          0.00
       25901,"        1,064",            0,"10/14/2021",   1,"   1,064","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,702.59",          0.00,        251.31,        150.88,          0.00
       25902,"        1,065",            0,"10/15/2021",   1,"   1,065","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,578.33",          0.00,"      1,557.81",        216.61,          0.00
       25903,"        1,066",            0,"10/15/2021",   1,"   1,066","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,159.09",          0.00,        934.51,        150.60,          0.00
       25904,"        1,067",            0,"10/16/2021",   1,"   1,067","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,360.42",          0.00,"      1,151.98",        296.96,          0.00
       25905,"        1,068",            0,"10/16/2021",   1,"   1,068","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,957.24",          0.00,        300.90,         60.45,          0.00
       25906,"        1,069",            0,"10/17/2021",   1,"   1,069","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,437.06",          0.00,        446.79,         63.41,          0.00
       25907,"        1,070",            0,"10/17/2021",   1,"   1,070","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,362.51",          0.00,        825.19,         77.45,          0.00
       25908,"        1,071",            0,"10/18/2021",   1,"   1,071","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,549.78",          0.00,"      1,444.70",        202.24,          0.00
       25909,"        1,072",            0,"10/18/2021",   1,"   1,072","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,033.99",          0.00,        398.17,        143.31,          0.00
       25910,"        1,073",            0,"10/19/2021",   1,"   1,073","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,987.95",          0.00,"      2,314.05",        372.91,          0.00
       25911,"        1,074",            0,"10/19/2021",   1,"   1,074","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,292.34",          0.00,        787.74,        170.81,          0.00
       25912,"        1,075",            0,"10/20/2021",   1,"   1,075","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,820.49",          0.00,        502.53,        107.34,          0.00
       25913,"        1,076",            0,"10/20/2021",   1,"   1,076","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,719.80",          0.00,        578.46,         19.05,          0.00
       25914,"        1,077",            0,"10/21/2021",   1,"   1,077","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,945.11",          0.00,"      1,289.52",        116.33,          0.00
       25915,"        1,078",            0,"10/21/2021",   1,"   1,078","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,072.90",          0.00,        678.49,        130.63,          0.00
       25916,"        1,079",            0,"10/22/2021",   1,"   1,079","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,291.09",          0.00,"      1,705.49",        135.95,          0.00
       25917,"        1,080",            0,"10/22/2021",   1,"   1,080","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,018.05",          0.00,        960.33,        267.34,          0.00
       25918,"        1,081",            0,"10/23/2021",   1,"   1,081","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,452.35",          0.00,        630.64,        275.87,          0.00
       25919,"        1,082",            0,"10/23/2021",   1,"   1,082","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,581.62",          0.00,        843.79,         29.67,          0.00
       25920,"        1,083",            0,"10/24/2021",   1,"   1,083","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,786.96",          0.00,        255.38,        127.11,          0.00
       25921,"        1,084",            0,"10/24/2021",   1,"   1,084","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,557.02",          0.00,        515.91,         43.08,          0.00
       25922,"        1,085",            0,"10/25/2021",   1,"   1,085","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,994.93",          0.00,"      1,310.12",        174.25,          0.00
       25923,"        1,086",            0,"10/25/2021",   1,"   1,086","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,322.65",          0.00,        145.18,         34.00,          0.00
       25924,"        1,087",            0,"10/26/2021",   1,"   1,087","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,022.63",          0.00,"      1,449.18",        138.69,          0.00
       25925,"        1,088",            0,"10/26/2021",   1,"   1,088","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,200.50",          0.00,        677.72,         50.99,          0.00
       25926,"        1,089",            0,"10/27/2021",   1,"   1,089","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,060.82",          0.00,"      1,685.65",        173.54,          0.00
       25927,"        1,090",            0,"10/27/2021",   1,"   1,090","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,162.95",          0.00,        899.22,          0.00,          0.00
       25928,"        1,091",            0,"10/28/2021",   1,"   1,091","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,651.11",          0.00,"      1,366.85",        231.92,          0.00
       25929,"        1,092",            0,"10/28/2021",   1,"   1,092","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,223.36",          0.00,"      1,045.47",        178.96,          0.00
       25930,"        1,093",            0,"10/29/2021",   1,"   1,093","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      4,016.82",          0.00,"      1,649.54",        354.18,          0.00
       25931,"        1,094",            0,"10/29/2021",   1,"   1,094","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,135.35",          0.00,        955.99,        196.12,          0.00
       25932,"        1,095",            0,"10/30/2021",   1,"   1,095","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,022.47",          0.00,        983.30,        164.30,          0.00
       25933,"        1,096",            0,"10/30/2021",   1,"   1,096","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,688.51",          0.00,        934.30,        116.96,          0.00
       25934,"        1,097",            0,"10/31/2021",   1,"   1,097","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,934.37",          0.00,        422.13,         15.46,          0.00
       25935,"        1,098",            0,"10/31/2021",   1,"   1,098","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,379.26",          0.00,        474.75,        107.05,          0.00
       25936,"        1,099",            0,"11/01/2021",   1,"   1,099","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,731.87",          0.00,"      1,151.41",        365.43,          0.00
       25937,"        1,100",            0,"11/01/2021",   1,"   1,100","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,546.53",          0.00,        523.69,        158.99,          0.00
       25938,"        1,101",            0,"11/02/2021",   1,"   1,101","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,090.80",          0.00,"      1,919.36",         17.28,          0.00
       25939,"        1,102",            0,"11/02/2021",   1,"   1,102","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,758.27",          0.00,        344.15,        154.29,          0.00
       25940,"        1,103",            0,"11/03/2021",   1,"   1,103","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,950.38",          0.00,"      1,181.85",        122.69,          0.00
       25941,"        1,104",            0,"11/03/2021",   1,"   1,104","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,011.86",          0.00,        441.26,        194.69,          0.00
       25942,"        1,105",            0,"11/04/2021",   1,"   1,105","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,815.10",          0.00,        958.00,        152.89,          0.00
       25943,"        1,106",            0,"11/04/2021",   1,"   1,106","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,935.08",          0.00,"      1,070.89",        161.06,          0.00
       25944,"        1,107",            0,"11/05/2021",   1,"   1,107","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,322.17",          0.00,"      1,285.71",        147.39,          0.00
       25945,"        1,108",            0,"11/05/2021",   1,"   1,108","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,398.94",          0.00,        911.37,        288.69,          0.00
       25946,"        1,109",            0,"11/06/2021",   1,"   1,109","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,584.94",          0.00,        812.58,         71.07,          0.00
       25947,"        1,110",            0,"11/06/2021",   1,"   1,110","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,472.59",          0.00,        402.24,         55.41,          0.00
       25948,"        1,111",            0,"11/07/2021",   1,"   1,111","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,106.58",          0.00,        646.61,        217.65,          0.00
       25949,"        1,112",            0,"11/07/2021",   1,"   1,112","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,708.10",          0.00,        641.98,         92.51,          0.00
       25950,"        1,113",            0,"11/08/2021",   1,"   1,113","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,104.17",          0.00,"      1,482.78",        410.09,          0.00
       25951,"        1,114",            0,"11/08/2021",   1,"   1,114","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,022.88",          0.00,        440.75,         93.04,          0.00
       25952,"        1,115",            0,"11/09/2021",   1,"   1,115","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,378.94",          0.00,"      1,430.88",         39.08,          0.00
       25953,"        1,116",            0,"11/09/2021",   1,"   1,116","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,996.63",          0.00,        342.47,        110.52,          0.00
       25954,"        1,117",            0,"11/10/2021",   1,"   1,117","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,719.33",          0.00,"      1,129.70",        369.80,          0.00
       25955,"        1,118",            0,"11/10/2021",   1,"   1,118","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,109.99",          0.00,        563.69,         88.93,          0.00
       25956,"        1,119",            0,"11/11/2021",   1,"   1,119","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,204.79",          0.00,"      1,783.86",         73.94,          0.00
       25957,"        1,120",            0,"11/11/2021",   1,"   1,120","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,300.96",          0.00,        721.58,         69.17,          0.00
       25958,"        1,121",            0,"11/12/2021",   1,"   1,121","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,886.21",          0.00,"      1,689.27",        149.47,          0.00
       25959,"        1,122",            0,"11/12/2021",   1,"   1,122","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,143.81",          0.00,"      1,164.24",        101.19,          0.00
       25960,"        1,123",            0,"11/13/2021",   1,"   1,123","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,656.28",          0.00,"      1,438.53",        250.37,          0.00
       25961,"        1,124",            0,"11/13/2021",   1,"   1,124","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,727.95",          0.00,        881.45,         88.87,          0.00
       25962,"        1,125",            0,"11/14/2021",   1,"   1,125","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,344.83",          0.00,        897.91,         81.63,          0.00
       25963,"        1,126",            0,"11/14/2021",   1,"   1,126","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,533.52",          0.00,        263.86,        158.42,          0.00
       25964,"        1,127",            0,"11/15/2021",   1,"   1,127","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,196.09",          0.00,"      1,243.87",        216.03,          0.00
       25965,"        1,128",            0,"11/15/2021",   1,"   1,128","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,278.58",          0.00,        418.44,        100.42,          0.00
       25966,"        1,129",            0,"11/16/2021",   1,"   1,129","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,542.99",          0.00,"      1,343.27",        149.84,          0.00
       25967,"        1,130",            0,"11/16/2021",   1,"   1,130","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,950.24",          0.00,        595.68,         75.23,          0.00
       25968,"        1,131",            0,"11/17/2021",   1,"   1,131","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,904.25",          0.00,"      1,183.91",        352.02,          0.00
       25969,"        1,132",            0,"11/17/2021",   1,"   1,132","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,571.41",          0.00,        534.72,        147.81,          0.00
       25970,"        1,133",            0,"11/18/2021",   1,"   1,133","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,200.47",          0.00,"      1,965.80",        301.07,          0.00
       25971,"        1,134",            0,"11/18/2021",   1,"   1,134","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,292.52",          0.00,        929.79,        144.04,          0.00
       25972,"        1,135",            0,"11/19/2021",   1,"   1,135","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,255.70",          0.00,"      1,339.75",         76.32,          0.00
       25973,"        1,136",            0,"11/19/2021",   1,"   1,136","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,383.20",          0.00,        694.85,        131.57,          0.00
       25974,"        1,137",            0,"11/20/2021",   1,"   1,137","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,317.74",          0.00,        824.45,        184.07,          0.00
       25975,"        1,138",            0,"11/20/2021",   1,"   1,138","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,256.30",          0.00,        872.57,         67.92,          0.00
       25976,"        1,139",            0,"11/21/2021",   1,"   1,139","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,088.34",          0.00,        273.05,         56.32,          0.00
       25977,"        1,140",            0,"11/21/2021",   1,"   1,140","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,531.09",          0.00,        408.76,        123.60,          0.00
       25978,"        1,141",            0,"11/22/2021",   1,"   1,141","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,124.55",          0.00,        500.41,        277.11,          0.00
       25979,"        1,142",            0,"11/22/2021",   1,"   1,142","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,468.18",          0.00,"      1,331.91",         49.46,          0.00
       25980,"        1,143",            0,"11/23/2021",   1,"   1,143","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,526.20",          0.00,"      2,212.01",         62.75,          0.00
       25981,"        1,144",            0,"11/23/2021",   1,"   1,144","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,155.83",          0.00,        517.61,        164.13,          0.00
       25982,"        1,145",            0,"11/24/2021",   1,"   1,145","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,484.85",          0.00,        895.53,        150.66,          0.00
       25983,"        1,146",            0,"11/24/2021",   1,"   1,146","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,305.14",          0.00,        797.14,        130.81,          0.00
       25984,"        1,147",            0,"11/25/2021",   1,"   1,147","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,297.62",          0.00,"      2,200.05",        203.34,          0.00
       25985,"        1,148",            0,"11/25/2021",   1,"   1,148","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,384.33",          0.00,        758.72,        172.62,          0.00
       25986,"        1,149",            0,"11/26/2021",   1,"   1,149","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,392.95",          0.00,"      1,434.95",        353.65,          0.00
       25987,"        1,150",            0,"11/26/2021",   1,"   1,150","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,754.34",          0.00,"      1,235.54",         58.87,          0.00
       25988,"        1,151",            0,"11/27/2021",   1,"   1,151","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      4,262.67",          0.00,        847.19,        240.05,          0.00
       25989,"        1,152",            0,"11/27/2021",   1,"   1,152","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,928.97",          0.00,        275.56,        184.40,          0.00
       25990,"        1,153",            0,"11/28/2021",   1,"   1,153","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,341.49",          0.00,        585.61,        103.63,          0.00
       25991,"        1,154",            0,"11/28/2021",   1,"   1,154","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,723.17",          0.00,        462.43,         29.18,          0.00
       25992,"        1,155",            0,"11/29/2021",   1,"   1,155","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,904.12",          0.00,"      1,810.44",         87.56,          0.00
       25993,"        1,156",            0,"11/29/2021",   1,"   1,156","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,779.03",          0.00,        477.31,        168.12,          0.00
       25994,"        1,157",            0,"11/30/2021",   1,"   1,157","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      4,047.94",          0.00,"      1,634.82",        169.70,          0.00
       25995,"        1,158",            0,"11/30/2021",   1,"   1,158","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,170.85",          0.00,        841.40,        288.01,          0.00
       25996,"        1,159",            0,"12/01/2021",   1,"   1,159","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,412.79",          0.00,"      1,184.49",        387.60,          0.00
       25997,"        1,160",            0,"12/01/2021",   1,"   1,160","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,482.76",          0.00,        749.36,         91.92,          0.00
       25998,"        1,161",            0,"12/02/2021",   1,"   1,161","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,047.99",          0.00,"      1,607.63",        147.67,          0.00
       25999,"        1,162",            0,"12/02/2021",   1,"   1,162","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,800.10",          0.00,        868.69,        171.17,          0.00
       26000,"        1,163",            0,"12/03/2021",   1,"   1,163","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      4,041.80",          0.00,"      1,830.40",        213.53,          0.00
       26001,"        1,164",            0,"12/03/2021",   1,"   1,164","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,341.89",          0.00,"      1,260.70",        176.28,          0.00
       26002,"        1,165",            0,"12/04/2021",   1,"   1,165","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,229.06",          0.00,"      1,107.77",        259.52,          0.00
       26003,"        1,166",            0,"12/04/2021",   1,"   1,166","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,176.61",          0.00,        579.82,         73.14,          0.00
       26004,"        1,167",            0,"12/05/2021",   1,"   1,167","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,470.48",          0.00,        599.18,        151.26,          0.00
       26005,"        1,168",            0,"12/05/2021",   1,"   1,168","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,849.54",          0.00,        735.07,         74.23,          0.00
       26006,"        1,169",            0,"12/06/2021",   1,"   1,169","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,623.03",          0.00,"      1,581.80",        177.98,          0.00
       26007,"        1,170",            0,"12/06/2021",   1,"   1,170","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,199.18",          0.00,        804.96,         73.40,          0.00
       26008,"        1,171",            0,"12/07/2021",   1,"   1,171","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,298.78",          0.00,"      1,721.98",        124.77,          0.00
       26009,"        1,172",            0,"12/07/2021",   1,"   1,172","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,645.94",          0.00,        441.18,        138.24,          0.00
       26010,"        1,173",            0,"12/08/2021",   1,"   1,173","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,403.31",          0.00,"      1,368.06",        288.27,          0.00
       26011,"        1,174",            0,"12/08/2021",   1,"   1,174","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,295.33",          0.00,        676.69,        217.25,          0.00
       26012,"        1,175",            0,"12/09/2021",   1,"   1,175","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,574.68",          0.00,"      2,589.92",        198.28,          0.00
       26013,"        1,176",            0,"12/09/2021",   1,"   1,176","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,029.45",          0.00,        787.59,        133.04,          0.00
       26014,"        1,177",            0,"12/10/2021",   1,"   1,177","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,845.91",          0.00,"      1,018.07",         57.42,          0.00
       26015,"        1,178",            0,"12/10/2021",   1,"   1,178","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,630.20",          0.00,"      1,547.33",        446.11,          0.00
       26016,"        1,179",            0,"12/11/2021",   1,"   1,179","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      4,230.32",          0.00,"      1,137.53",        147.99,          0.00
       26017,"        1,180",            0,"12/11/2021",   1,"   1,180","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,259.11",          0.00,        558.95,        147.60,          0.00
       26018,"        1,181",            0,"12/12/2021",   1,"   1,181","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,522.31",          0.00,        513.43,         73.49,          0.00
       26019,"        1,182",            0,"12/12/2021",   1,"   1,182","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,877.25",          0.00,        914.05,         90.38,          0.00
       26020,"        1,183",            0,"12/13/2021",   1,"   1,183","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,710.01",          0.00,        356.50,        141.32,          0.00
       26021,"        1,184",            0,"12/13/2021",   1,"   1,184","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,976.34",          0.00,        369.77,        120.65,          0.00
       26022,"        1,185",            0,"12/14/2021",   1,"   1,185","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,916.47",          0.00,"      1,524.02",        132.67,          0.00
       26023,"        1,186",            0,"12/14/2021",   1,"   1,186","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,018.36",          0.00,        897.51,        192.28,          0.00
       26024,"        1,187",            0,"12/15/2021",   1,"   1,187","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,866.08",          0.00,"      1,139.23",        188.24,          0.00
       26025,"        1,188",            0,"12/15/2021",   1,"   1,188","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,270.52",          0.00,"      1,047.09",        156.30,          0.00
       26026,"        1,189",            0,"12/16/2021",   1,"   1,189","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,945.43",          0.00,"      1,847.90",        200.68,          0.00
       26027,"        1,190",            0,"12/16/2021",   1,"   1,190","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,617.80",          0.00,        903.55,         55.62,          0.00
       26028,"        1,191",            0,"12/17/2021",   1,"   1,191","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,770.11",          0.00,"      1,514.04",        376.74,          0.00
       26029,"        1,192",            0,"12/17/2021",   1,"   1,192","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,547.88",          0.00,        899.91,        148.39,          0.00
       26030,"        1,193",            0,"12/18/2021",   1,"   1,193","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,633.93",          0.00,"      1,040.94",        126.34,          0.00
       26031,"        1,194",            0,"12/18/2021",   1,"   1,194","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,377.30",          0.00,        887.87,         54.19,          0.00
       26032,"        1,195",            0,"12/19/2021",   1,"   1,195","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,536.98",          0.00,        247.84,        166.59,          0.00
       26033,"        1,196",            0,"12/19/2021",   1,"   1,196","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,963.79",          0.00,        813.78,         88.79,          0.00
       26034,"        1,197",            0,"12/20/2021",   1,"   1,197","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,306.76",          0.00,"      1,184.56",        320.80,          0.00
       26035,"        1,198",            0,"12/20/2021",   1,"   1,198","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,376.62",          0.00,        703.73,        103.87,          0.00
       26036,"        1,199",            0,"12/21/2021",   1,"   1,199","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      4,163.34",          0.00,"      1,872.03",        290.41,          0.00
