"Rec No","Daily Record Id","Sup Id","Date","No Of Days Covered","Serial No","Product1","Product2","Product3","Product4","Product5","Fuel Sales Qty1","Fuel Sales Qty2","Fuel Sales Qty3","Fuel Sales Qty4","Fuel Sales Qty5"
       26342,"        1,505",            0," 5/23/2022",   1,"   1,505","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,372.36",          0.00,        856.30,        100.96,          0.00
       26343,"        1,506",            0," 5/23/2022",   1,"   1,506","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,892.20",          0.00,        407.08,         36.51,          0.00
       26344,"        1,507",            0," 5/24/2022",   1,"   1,507","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,891.16",          0.00,"      1,756.01",         88.94,          0.00
       26345,"        1,508",            0," 5/24/2022",   1,"   1,508","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,240.30",          0.00,        627.78,         35.24,          0.00
       26346,"        1,509",            0," 5/25/2022",   1,"   1,509","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,385.24",          0.00,        785.66,        106.10,          0.00
       26347,"        1,510",            0," 5/25/2022",   1,"   1,510","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,532.36",          0.00,        740.87,        165.44,          0.00
       26348,"        1,511",            0," 5/26/2022",   1,"   1,511","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,389.71",          0.00,"      1,462.30",        151.47,          0.00
       26349,"        1,512",            0," 5/26/2022",   1,"   1,512","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,499.67",          0.00,        786.59,        261.74,          0.00
       26350,"        1,513",            0," 5/27/2022",   1,"   1,513","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,340.48",          0.00,        708.01,        322.03,          0.00
       26351,"        1,514",            0," 5/27/2022",   1,"   1,514","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,936.95",          0.00,        672.86,         40.95,          0.00
       26352,"        1,515",            0," 5/28/2022",   1,"   1,515","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,571.74",          0.00,"      1,634.54",        121.21,          0.00
       26353,"        1,516",            0," 5/28/2022",   1,"   1,516","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,347.71",          0.00,        365.47,         43.48,          0.00
       26354,"        1,517",            0," 5/29/2022",   1,"   1,517","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,302.98",          0.00,        914.52,         24.07,          0.00
       26355,"        1,518",            0," 5/29/2022",   1,"   1,518","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,080.23",          0.00,        332.64,         49.22,          0.00
       26356,"        1,519",            0," 5/30/2022",   1,"   1,519","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,775.36",          0.00,        927.25,        217.72,          0.00
       26357,"        1,520",            0," 5/30/2022",   1,"   1,520","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,332.02",          0.00,        868.55,         17.79,          0.00
       26358,"        1,521",            0," 5/31/2022",   1,"   1,521","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,461.10",          0.00,"      1,782.30",        153.57,          0.00
       26359,"        1,522",            0," 5/31/2022",   1,"   1,522","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,016.58",          0.00,        514.22,        151.79,          0.00
       26360,"        1,523",            0," 6/01/2022",   1,"   1,523","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,133.66",          0.00,        815.51,         46.56,          0.00
       26361,"        1,524",            0," 6/01/2022",   1,"   1,524","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,847.83",          0.00,        626.79,         92.56,          0.00
       26362,"        1,525",            0," 6/02/2022",   1,"   1,525","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,987.82",          0.00,"      1,657.93",         55.29,          0.00
       26363,"        1,526",            0," 6/02/2022",   1,"   1,526","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,597.80",          0.00,        415.63,          4.49,          0.00
       26364,"        1,527",            0," 6/03/2022",   1,"   1,527","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,563.50",          0.00,"      1,065.08",         98.36,          0.00
       26365,"        1,528",            0," 6/03/2022",   1,"   1,528","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,606.07",          0.00,        754.40,        216.78,          0.00
       26366,"        1,529",            0," 6/04/2022",   1,"   1,529","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,439.28",          0.00,        885.29,        169.88,          0.00
       26367,"        1,530",            0," 6/04/2022",   1,"   1,530","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,554.08",          0.00,        806.26,         60.47,          0.00
       26368,"        1,531",            0," 6/05/2022",   1,"   1,531","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,278.56",          0.00,        505.62,         92.29,          0.00
       26369,"        1,532",            0," 6/05/2022",   1,"   1,532","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,019.37",          0.00,        729.70,         44.13,          0.00
       26370,"        1,533",            0," 6/06/2022",   1,"   1,533","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,474.88",          0.00,"      1,316.95",         54.61,          0.00
       26371,"        1,534",            0," 6/06/2022",   1,"   1,534","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,928.75",          0.00,        620.45,          5.47,          0.00
       26372,"        1,535",            0," 6/07/2022",   1,"   1,535","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,423.74",          0.00,"      2,436.54",         56.90,          0.00
       26373,"        1,536",            0," 6/07/2022",   1,"   1,536","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,250.22",          0.00,        474.24,          5.56,          0.00
       26374,"        1,537",            0," 6/08/2022",   1,"   1,537","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,580.25",          0.00,        945.71,         98.25,          0.00
       26375,"        1,538",            0," 6/08/2022",   1,"   1,538","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,135.92",          0.00,        553.22,         38.91,          0.00
       26376,"        1,539",            0," 6/09/2022",   1,"   1,539","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,660.43",          0.00,"      1,482.75",         13.78,          0.00
       26377,"        1,540",            0," 6/09/2022",   1,"   1,540","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,644.03",          0.00,        517.45,        216.97,          0.00
       26378,"        1,541",            0," 6/10/2022",   1,"   1,541","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,216.88",          0.00,"      1,131.41",        297.23,          0.00
       26379,"        1,542",            0," 6/10/2022",   1,"   1,542","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,037.28",          0.00,        384.51,         26.32,          0.00
       26380,"        1,543",            0," 6/11/2022",   1,"   1,543","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,189.92",          0.00,        787.80,         75.04,          0.00
       26381,"        1,544",            0," 6/11/2022",   1,"   1,544","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,996.73",          0.00,        654.87,          0.00,          0.00
       26382,"        1,545",            0," 6/12/2022",   1,"   1,545","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,332.34",          0.00,        866.60,        207.07,          0.00
       26383,"        1,546",            0," 6/12/2022",   1,"   1,546","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,920.39",          0.00,        780.55,         28.93,          0.00
       26384,"        1,547",            0," 6/13/2022",   1,"   1,547","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,570.96",          0.00,"      1,184.38",         91.09,          0.00
       26385,"        1,548",            0," 6/13/2022",   1,"   1,548","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,905.84",          0.00,        317.09,         98.83,          0.00
       26386,"        1,549",            0," 6/14/2022",   1,"   1,549","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,207.32",          0.00,"      1,750.40",        107.76,          0.00
       26387,"        1,550",            0," 6/14/2022",   1,"   1,550","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      4,435.90",          0.00,        632.00,         95.28,          0.00
       26388,"        1,551",            0," 6/15/2022",   1,"   1,551","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,141.09",          0.00,"      1,175.75",         43.44,          0.00
       26389,"        1,552",            0," 6/15/2022",   1,"   1,552","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,153.14",          0.00,        457.79,         69.10,          0.00
       26390,"        1,553",            0," 6/16/2022",   1,"   1,553","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,831.74",          0.00,"      1,160.97",         65.55,          0.00
       26391,"        1,554",            0," 6/16/2022",   1,"   1,554","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,807.74",          0.00,        625.37,        128.41,          0.00
       26392,"        1,555",            0," 6/17/2022",   1,"   1,555","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,136.35",          0.00,        881.32,        136.58,          0.00
       26393,"        1,556",            0," 6/17/2022",   1,"   1,556","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,305.49",          0.00,        625.51,         74.76,          0.00
       26394,"        1,557",            0," 6/18/2022",   1,"   1,557","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,208.36",          0.00,        928.40,         74.70,          0.00
       26395,"        1,558",            0," 6/18/2022",   1,"   1,558","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,632.55",          0.00,        761.54,         14.35,          0.00
       26396,"        1,559",            0," 6/19/2022",   1,"   1,559","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,061.31",          0.00,        412.90,        111.70,          0.00
       26397,"        1,560",            0," 6/19/2022",   1,"   1,560","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,759.76",          0.00,"      1,010.67",         16.81,          0.00
       26398,"        1,561",            0," 6/20/2022",   1,"   1,561","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,554.93",          0.00,"      1,355.65",         30.22,          0.00
       26399,"        1,562",            0," 6/20/2022",   1,"   1,562","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,252.31",          0.00,        767.35,         48.73,          0.00
       26400,"        1,563",            0," 6/21/2022",   1,"   1,563","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,198.64",          0.00,"      1,537.11",        200.08,          0.00
       26401,"        1,564",            0," 6/21/2022",   1,"   1,564","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,209.81",          0.00,        943.76,         63.92,          0.00
       26402,"        1,565",            0," 6/22/2022",   1,"   1,565","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,652.12",          0.00,        954.72,         39.48,          0.00
       26403,"        1,566",            0," 6/22/2022",   1,"   1,566","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,745.24",          0.00,        971.49,         75.75,          0.00
       26404,"        1,567",            0," 6/23/2022",   1,"   1,567","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,169.19",          0.00,"      1,123.21",         69.07,          0.00
       26405,"        1,568",            0," 6/23/2022",   1,"   1,568","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,293.47",          0.00,        891.38,        175.84,          0.00
       26406,"        1,569",            0," 6/24/2022",   1,"   1,569","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,070.81",          0.00,        475.58,         80.12,          0.00
       26407,"        1,570",            0," 6/24/2022",   1,"   1,570","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,413.95",          0.00,"      1,004.63",         95.32,          0.00
       26408,"        1,571",            0," 6/25/2022",   1,"   1,571","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,967.10",          0.00,        565.72,         37.18,          0.00
       26409,"        1,572",            0," 6/25/2022",   1,"   1,572","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,251.90",          0.00,        493.01,         53.35,          0.00
       26410,"        1,573",            0," 6/26/2022",   1,"   1,573","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,920.06",          0.00,        803.05,         30.71,          0.00
       26411,"        1,574",            0," 6/26/2022",   1,"   1,574","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,662.73",          0.00,"      1,123.36",         81.74,          0.00
       26412,"        1,575",            0," 6/27/2022",   1,"   1,575","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,858.94",          0.00,        746.54,        336.43,          0.00
       26413,"        1,576",            0," 6/27/2022",   1,"   1,576","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,913.03",          0.00,        764.48,         27.06,          0.00
       26414,"        1,577",            0," 6/28/2022",   1,"   1,577","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,444.55",          0.00,"      2,047.75",         20.82,          0.00
       26415,"        1,578",            0," 6/28/2022",   1,"   1,578","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,078.75",          0.00,        447.17,         64.32,          0.00
       26416,"        1,579",            0," 6/29/2022",   1,"   1,579","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,132.65",          0.00,        605.94,        102.83,          0.00
       26417,"        1,580",            0," 6/29/2022",   1,"   1,580","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,535.86",          0.00,        582.69,        141.39,          0.00
       26418,"        1,581",            0," 6/30/2022",   1,"   1,581","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,221.67",          0.00,        919.94,        139.41,          0.00
       26419,"        1,582",            0," 6/30/2022",   1,"   1,582","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,608.49",          0.00,"      1,169.06",         23.08,          0.00
       26420,"        1,583",            0," 7/01/2022",   1,"   1,583","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      4,083.65",          0.00,"      1,157.12",        153.81,          0.00
       26421,"        1,584",            0," 7/01/2022",   1,"   1,584","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,587.97",          0.00,"      1,101.60",        210.15,          0.00
       26422,"        1,585",            0," 7/02/2022",   1,"   1,585","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,888.97",          0.00,"      1,223.07",        137.30,          0.00
       26423,"        1,586",            0," 7/02/2022",   0,"   1,586","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,201.03",          0.00,        576.51,         19.86,          0.00
       26424,"        1,587",            0," 7/03/2022",   1,"   1,587","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,240.73",          0.00,        580.53,          1.39,          0.00
       26425,"        1,588",            0," 7/03/2022",   1,"   1,588","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,580.39",          0.00,        309.24,         54.83,          0.00
       26426,"        1,589",            0," 7/04/2022",   1,"   1,589","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,523.46",          0.00,        803.18,        199.71,          0.00
       26427,"        1,590",            0," 7/04/2022",   1,"   1,590","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,002.62",          0.00,"      1,011.26",         91.17,          0.00
       26428,"        1,591",            0," 7/05/2022",   1,"   1,591","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,105.81",          0.00,        621.69,         70.35,          0.00
       26429,"        1,592",            0," 7/05/2022",   1,"   1,592","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,370.32",          0.00,        578.81,        126.36,          0.00
       26430,"        1,593",            0," 7/06/2022",   1,"   1,593","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,865.72",          0.00,"      1,242.78",         13.71,          0.00
       26431,"        1,594",            0," 7/06/2022",   1,"   1,594","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,199.16",          0.00,        800.43,          1.38,          0.00
       26432,"        1,595",            0," 7/07/2022",   1,"   1,595","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,745.13",          0.00,"      1,246.08",        157.35,          0.00
       26433,"        1,596",            0," 7/07/2022",   1,"   1,596","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,232.36",          0.00,        433.25,        138.56,          0.00
       26434,"        1,597",            0," 7/08/2022",   1,"   1,597","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,419.61",          0.00,"      1,004.78",         64.21,          0.00
       26435,"        1,598",            0," 7/08/2022",   1,"   1,598","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,429.54",          0.00,"      1,101.04",        151.42,          0.00
       26436,"        1,599",            0," 7/09/2022",   1,"   1,599","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,831.19",          0.00,"      1,587.16",         28.95,          0.00
       26437,"        1,600",            0," 7/09/2022",   1,"   1,600","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,726.15",          0.00,        651.65,         64.90,          0.00
       26438,"        1,601",            0," 7/10/2022",   1,"   1,601","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,258.11",          0.00,        817.02,         59.99,          0.00
       26439,"        1,602",            0," 7/10/2022",   1,"   1,602","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,297.95",          0.00,        608.90,         17.44,          0.00
       26440,"        1,603",            0," 7/11/2022",   1,"   1,603","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,207.04",          0.00,        483.27,          9.23,          0.00
       26441,"        1,604",            0," 7/11/2022",   1,"   1,604","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,988.14",          0.00,"      1,135.21",        147.01,          0.00
       26442,"        1,605",            0," 7/12/2022",   1,"   1,605","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,616.93",          0.00,"      1,437.58",         13.61,          0.00
       26443,"        1,606",            0," 7/12/2022",   1,"   1,606","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,057.58",          0.00,        870.74,        190.78,          0.00
       26444,"        1,607",            0," 7/13/2022",   1,"   1,607","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,132.25",          0.00,"      1,102.42",         88.48,          0.00
       26445,"        1,608",            0," 7/13/2022",   1,"   1,608","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,603.95",          0.00,"      1,168.20",        140.53,          0.00
       26446,"        1,609",            0," 7/14/2022",   1,"   1,609","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      4,443.82",          0.00,"      2,180.55",        154.98,          0.00
       26447,"        1,610",            0," 7/14/2022",   1,"   1,610","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,269.83",          0.00,        447.22,        103.51,          0.00
       26448,"        1,611",            0," 7/15/2022",   1,"   1,611","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,136.04",          0.00,"      1,253.72",         39.87,          0.00
       26449,"        1,612",            0," 7/15/2022",   1,"   1,612","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,431.65",          0.00,        768.60,         53.72,          0.00
       26450,"        1,613",            0," 7/16/2022",   1,"   1,613","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,689.32",          0.00,"      1,180.88",         70.45,          0.00
       26451,"        1,614",            0," 7/16/2022",   1,"   1,614","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,794.40",          0.00,        280.17,         11.38,          0.00
       26452,"        1,615",            0," 7/17/2022",   1,"   1,615","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,830.73",          0.00,        551.79,         69.20,          0.00
       26453,"        1,616",            0," 7/17/2022",   1,"   1,616","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,852.62",          0.00,"      1,173.80",         49.57,          0.00
       26454,"        1,617",            0," 7/18/2022",   1,"   1,617","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,565.31",          0.00,        973.47,          3.28,          0.00
       26455,"        1,618",            0," 7/18/2022",   1,"   1,618","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,994.15",          0.00,        901.52,        135.75,          0.00
       26456,"        1,619",            0," 7/19/2022",   1,"   1,619","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,158.33",          0.00,"      2,233.98",        159.53,          0.00
       26457,"        1,620",            0," 7/19/2022",   1,"   1,620","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,801.19",          0.00,        845.74,          3.79,          0.00
       26458,"        1,621",            0," 7/20/2022",   1,"   1,621","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,100.92",          0.00,        920.50,         26.18,          0.00
       26459,"        1,622",            0," 7/20/2022",   1,"   1,622","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,320.65",          0.00,        604.06,         59.02,          0.00
       26460,"        1,623",            0," 7/21/2022",   1,"   1,623","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,981.51",          0.00,"      1,402.83",         20.55,          0.00
       26461,"        1,624",            0," 7/21/2022",   1,"   1,624","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,980.92",          0.00,        915.67,         35.92,          0.00
       26462,"        1,625",            0," 7/22/2022",   1,"   1,625","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,266.09",          0.00,        954.92,         77.85,          0.00
       26463,"        1,626",            0," 7/22/2022",   1,"   1,626","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,826.02",          0.00,        578.80,         17.31,          0.00
       26464,"        1,627",            0," 7/23/2022",   1,"   1,627","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,060.00",          0.00,        946.98,         84.86,          0.00
       26465,"        1,628",            0," 7/23/2022",   1,"   1,628","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,135.45",          0.00,        632.31,         85.26,          0.00
       26466,"        1,629",            0," 7/24/2022",   1,"   1,629","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,299.51",          0.00,        573.32,         24.62,          0.00
       26467,"        1,630",            0," 7/24/2022",   1,"   1,630","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,996.74",          0.00,        407.53,         64.11,          0.00
       26468,"        1,631",            0," 7/25/2022",   1,"   1,631","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,173.08",          0.00,        819.70,         23.06,          0.00
       26469,"        1,632",            0," 7/25/2022",   1,"   1,632","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,657.41",          0.00,        747.88,         85.01,          0.00
       26470,"        1,633",            0," 7/26/2022",   1,"   1,633","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,444.29",          0.00,"      1,552.74",         53.15,          0.00
       26471,"        1,634",            0," 7/26/2022",   1,"   1,634","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,424.99",          0.00,"      1,087.38",         94.22,          0.00
       26472,"        1,635",            0," 7/27/2022",   1,"   1,635","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,464.59",          0.00,"      1,042.40",        118.46,          0.00
       26473,"        1,636",            0," 7/27/2022",   1,"   1,636","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,499.85",          0.00,        410.88,          0.65,          0.00
       26474,"        1,637",            0," 7/28/2022",   1,"   1,637","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,596.45",          0.00,"      1,231.09",        196.93,          0.00
       26475,"        1,638",            0," 7/28/2022",   1,"   1,638","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,232.35",          0.00,"      1,048.67",         90.60,          0.00
       26476,"        1,639",            0," 7/29/2022",   1,"   1,639","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,357.68",          0.00,"      1,117.54",         69.86,          0.00
       26477,"        1,640",            0," 7/29/2022",   1,"   1,640","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,285.90",          0.00,        668.09,         20.57,          0.00
       26478,"        1,641",            0," 7/30/2022",   1,"   1,641","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,551.53",          0.00,        907.21,        159.75,          0.00
       26479,"        1,642",            0," 7/30/2022",   1,"   1,642","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,240.19",          0.00,        692.66,        168.79,          0.00
       26480,"        1,643",            0," 7/31/2022",   1,"   1,643","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,662.54",          0.00,"      1,133.78",         78.43,          0.00
       26481,"        1,644",            0," 7/31/2022",   1,"   1,644","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,473.90",          0.00,        470.04,         10.82,          0.00
       26482,"        1,645",            0," 8/01/2022",   1,"   1,645","UNLEADED","KEROSENE","DIESEL","V-POWER",,        424.82,          0.00,        221.54,          1.11,          0.00
       26483,"        1,646",            0," 8/01/2022",   1,"   1,646","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,561.98",          0.00,        744.17,        350.73,          0.00
       26484,"        1,647",            0," 8/01/2022",   1,"   1,647","UNLEADED","KEROSENE","DIESEL","V-POWER",,          0.87,          0.00,        730.90,        576.68,          0.00
       26485,"        1,648",            0," 8/02/2022",   1,"   1,648","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,043.19",          0.00,"      1,487.84",        304.42,          0.00
       26486,"        1,649",            0," 8/02/2022",   1,"   1,649","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,742.26",          0.00,        745.38,         53.60,          0.00
       26487,"        1,650",            0," 8/03/2022",   1,"   1,650","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,399.05",          0.00,"      2,075.16",         88.14,          0.00
       26488,"        1,651",            0," 8/03/2022",   1,"   1,651","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,709.88",          0.00,        975.05,         59.50,          0.00
       26489,"        1,652",            0," 8/04/2022",   1,"   1,652","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,398.97",          0.00,        973.55,         96.19,          0.00
       26490,"        1,653",            0," 8/04/2022",   1,"   1,653","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,523.16",          0.00,        591.40,        242.87,          0.00
       26491,"        1,654",            0," 8/05/2022",   1,"   1,654","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,725.85",          0.00,"      1,075.90",        239.20,          0.00
       26492,"        1,655",            0," 8/05/2022",   1,"   1,655","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,028.05",          0.00,        820.87,         59.53,          0.00
       26493,"        1,656",            0," 8/06/2022",   1,"   1,656","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,973.11",          0.00,"      1,733.95",        110.87,          0.00
       26494,"        1,657",            0," 8/06/2022",   1,"   1,657","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,293.93",          0.00,        328.75,         48.09,          0.00
       26495,"        1,658",            0," 8/07/2022",   1,"   1,658","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,393.16",          0.00,"      1,298.51",        170.70,          0.00
       26496,"        1,659",            0," 8/07/2022",   1,"   1,659","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,628.84",          0.00,        436.05,         38.42,          0.00
       26497,"        1,660",            0," 8/08/2022",   1,"   1,660","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,232.95",          0.00,"      1,204.81",        209.10,          0.00
       26498,"        1,661",            0," 8/08/2022",   1,"   1,661","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,984.82",          0.00,        820.11,        241.12,          0.00
       26499,"        1,662",            0," 8/09/2022",   1,"   1,662","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,597.82",          0.00,        340.17,          0.00,          0.00
       26500,"        1,663",            0," 8/09/2022",   1,"   1,663","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,450.94",          0.00,        390.65,          4.05,          0.00
       26501,"        1,664",            0," 8/10/2022",   1,"   1,664","UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,458.56",          0.00,        545.97,         43.59,          0.00
       26502,"        1,665",            0," 8/10/2022",   1,"   1,665","UNLEADED","KEROSENE","DIESEL","V-POWER",,        945.77,          0.00,        585.42,          4.88,          0.00
